idx,lat,lon,elev_m,below_threshold
669,39.434429,-8.506248,29.178,False
670,39.435831,-8.50479,29.936,False
671,39.437233,-8.503332,31.11,False
672,39.438635,-8.501874,27.444,False
673,39.440037,-8.500416,28.783,False
674,39.441439,-8.498958,29.401,False
675,39.442841,-8.497499,29.67,False
676,39.444243,-8.496041,30.076,False
677,39.445645,-8.494583,30.819,False
678,39.447047,-8.493125,29.878,False
679,39.448449,-8.491667,29.704,False
680,39.449852,-8.490208,30.514,False
681,39.451254,-8.48875,30.939,False
682,39.452656,-8.487292,31.857,False
683,39.454058,-8.485834,31.13,False
684,39.45546,-8.484376,30.154,False
685,39.456862,-8.482918,32.095,False
686,39.458264,-8.481459,32.087,False
687,39.459666,-8.480001,33.781,False
688,39.461068,-8.478543,33.527,False
689,39.46247,-8.477085,34.491,False
690,39.463872,-8.475627,35.855,False
691,39.465274,-8.474169,36.633,False
692,39.466676,-8.47271,36.03,False
693,39.468078,-8.471252,35.636,False
694,39.46948,-8.469794,38.881,False
695,39.470882,-8.468336,37.658,False
696,39.472284,-8.466878,34.041,False
697,39.473934,-8.466052,31.688,False
698,39.475672,-8.465453,33.668,False
699,39.47741,-8.464855,34.035,False
700,39.47911,-8.464099,36.357,False
701,39.480651,-8.462908,38.837,False
702,39.482012,-8.461385,40.415,False
703,39.483437,-8.459969,48.941,False
704,39.48506,-8.458978,47.349,False
705,39.486785,-8.458318,44.176,False
706,39.488516,-8.457682,44.979,False
707,39.490245,-8.457042,43.862,False
708,39.491975,-8.456405,40.615,False
709,39.493722,-8.455855,42.323,False
710,39.495515,-8.455699,43.781,False
711,39.497313,-8.455652,51.078,False
712,39.499085,-8.455283,48.335,False
713,39.500818,-8.454658,52.014,False
714,39.502552,-8.454037,52.105,False
715,39.504317,-8.453613,57.829,False
716,39.506111,-8.453683,58.338,False
717,39.507851,-8.454253,53.294,False
718,39.509458,-8.455292,53.96,False
719,39.511006,-8.45648,58.243,False
720,39.512553,-8.457669,58.313,False
721,39.5141,-8.458858,56.702,False
722,39.515647,-8.460047,56.476,False
723,39.517195,-8.461236,61.291,False
724,39.518742,-8.462425,65.683,False
725,39.520248,-8.463526,61.203,False
726,39.518701,-8.462337,65.202,False
727,39.517154,-8.461148,60.545,False
728,39.515606,-8.459959,56.246,False
729,39.514059,-8.45877,56.478,False
